NEWER_VERSION_ON_COMMIT_DATE;PREVIOUS_VERSION;Count of HASH
1.0.0.Alpha10;1.0.0.Alpha10-SNAPSHOT;9
1.0.0.Alpha11;1.0.0.Alpha11-SNAPSHOT;9
1.0.0.Alpha4.SP6;1.0.0.Alpha4.SP6;9
1.0.0.beta1;1.0.0.Alpha3;9
1.0.0.Beta12;1.0.0.Beta13;9
1.0.0.Beta26;1.0.0.Beta27;9
1.0.0.Beta28;1.0.0.Beta28;9
1.0.0.Beta29;1.0.0.Beta28;9
1.0.0.Beta30;1.0.0.Beta29;9
1.0.0.Beta31;1.0.0.Beta30;9
1.0.0.Beta33;1.0.0.Beta32;9
1.0.0.beta5;1.0.0.Beta6.1;9
1.0.0.Final;1.0.0.Beta9;9
1.0.0.GA;1.0.0.CR4;9
1.0.0-CR-1;1.0.0-beta-5;9
1.0.2.GA;1.0.3.GA;9
1.0.25.Final;2.0.1.final;9
1.0.36.Final;2.1.4.Final;9
1.0.4;1.0.2;9
1.0.7;1.0.6;9
1.0.7;1.0.8-SNAPSHOT;9
1.0.8;1.0.8;9
1.1.0.Beta1;1.0.4.Final;9
1.1.0.Beta2;1.0.1.GA;9
1.1.0.CR1;1.1.0.Beta4;9
1.1.0.CR4;1.1.0.CR3;9
1.1.0.CR6;1.1.0.CR4;9
1.1.0.GA;1.1.1.GA;9
1.1.1.GA;1.1.0.GA;9
1.1.1.GA;1.1.1.GA;9
1.1.3.GA;1.1.2.GA;9
1.1.3.RELEASE;2.0.1.RELEASE;9
1.1.4;1.1.3;9
1.1.6.Final;${version.org.wildfly.build-tools};9
1.1.6.Final;1.1.3.Final;9
1.13.1-beta;1.12.0-beta;9
1.18.1;1.17.1;9
1.19;1.19;9
1.2.2.RELEASE;1.1.3.RELEASE;9
1.2-b02;1.2-b01;9
1.3.0;1.3.0-cr4;9
1.3.0.Beta3;1.2.4.Final;9
1.3.0-cr5;1.3.0-beta20;9
1.3.1;1.1.1;9
1.3.7.RELEASE;1.3.6.RELEASE;9
1.3.7.RELEASE;1.3.7.RELEASE;9
1.4.0.RELEASE;1.2.5.RELEASE;9
1.4.178;1.3.175;9
1.4.186;1.3.176;9
1.4.2.RELEASE;1.3.8.RELEASE;9
1.4.3;1.4.3;9
1.4.3.RELEASE;1.4.2.RELEASE;9
1.4.7;1.4.6;9
1.5.0.RELEASE;1.3.5.RELEASE;9
1.5.0-M1;1.5.1-SNAPSHOT;9
1.5.10;1.5.10;9
1.5.1-M1;1.5.2-M1-SNAPSHOT;9
1.5.2.RELEASE;1.4.3.RELEASE;9
1.5.7;1.4.6;9
1.5.8;1.5.8-SNAPSHOT;9
1.5.8;1.5.9-SNAPSHOT;9
1.5.9;1.5.10-SNAPSHOT;9
1.6;2.2;9
1.6.0.Beta4;1.6.0.Beta4;9
1.6.2;1.3.3;9
1.6.6;1.6.5;9
1.7.0.RELEASE;1.5.5.RELEASE;9
1.7.1.RELEASE;1.7.7.BUILD-SNAPSHOT;9
1.7.18;1.7.7;9
1.7.4;1.7.4;9
1.7.5;1.7.4;9
1.7.6;${slf4j.version};9
1.8.0;1.9.0-SNAPSHOT;9
1.8.2.RELEASE;1.7.3.RELEASE;9
1.8.3;1.8.4-RC1;9
1.8.3;1.8.4-SNAPSHOT;9
1.8.4;1.8.4;9
1.8.5;1.8.5-SNAPSHOT;9
1.8.5.RELEASE;1.10.0.BUILD-SNAPSHOT;9
1.9.0-BETA17;1.7.24;9
1.9.13;1.9.9;9
1.9.19-beta5;${grizzly-version};9
1.9.19-beta6;1.9.19-beta5;9
1.9.2;1.6;9
1.9.2;1.9.0;9
1.9.2.RELEASE;1.10.0.M1;9
1.9.33;1.9.33;9
1.9.38;1.7.7;9
1.9.38;2.0.3;9
1.9.38;2.0.9;9
1.9.4.RELEASE;1.10.0.RC1;9
1.9.5-rc1;1.9.0;9
10.0.0.Final;${project.version};9
10.1.0.CR1;11.0.0.Alpha1-SNAPSHOT;9
14.0-rc1;11.0.1;9
19.0;15.0;9
2.0.0.CR1;2.0.0.BETA2;9
2.0.0.CR4;2.0.0.CR3;9
2.0.0.Final;2.0.0.Beta1;9
2.0.0-alpha1;2.0.0-alpha2;9
2.0.0-alpha1;2.0.0-SNAPSHOT;9
2.0.0-alpha2;2.0.0-alpha3;9
2.0.0-alpha2;2.0.0-SNAPSHOT;9
2.0.0-alpha3;2.0.0-alpha4;9
2.0.0-alpha3;2.0.0-SNAPSHOT;9
2.0.0-alpha4;2.0.0-alpha5;9
2.0.0-alpha4;2.0.0-SNAPSHOT;9
2.0.0-alpha6;2.0.0-alpha7;9
2.0.0-alpha6;2.0.0-SNAPSHOT;9
2.0.0-alpha7;2.0.0-alpha8;9
2.0.0-alpha7;2.0.0-SNAPSHOT;9
2.0.0-BETA10;2.0.0;9
2.0.0-BETA10;2.0.0-SNAPSHOT;9
2.0.0-BETA7;2.0.0-BETA8;9
2.0.0-BETA7;2.0.0-SNAPSHOT;9
2.0.0-BETA8;2.0.0-BETA9;9
2.0.0-BETA8;2.0.0-SNAPSHOT;9
2.0.0-BETA9;2.0.0-BETA10;9
2.0.0-BETA9;2.0.0-SNAPSHOT;9
2.0.0-M10;1.1.9;9
2.0.0-M10;2.0.0-M10;9
2.0.0-M20;2.0.0-M15;9
2.0.0-RC1;2.0.0-rc2-SNAPSHOT;9
2.0.0-RC10;2.0.0-RC11;9
2.0.0-RC10;2.0.0-RC11-SNAPSHOT;9
2.0.0-RC11;2.0.0-RC12;9
2.0.0-RC11;2.0.0-RC12-SNAPSHOT;9
2.0.0-RC12;2.0.0-RC13;9
2.0.0-RC12;2.0.0-RC13-SNAPSHOT;9
2.0.0-RC13;2.0.0-RC14;9
2.0.0-RC13;2.0.0-RC14-SNAPSHOT;9
2.0.0-RC14;2.0.0-RC15;9
2.0.0-RC14;2.0.0-RC15-SNAPSHOT;9
2.0.0-RC15;2.0.0-RC16;9
2.0.0-RC15;2.0.0-RC16-SNAPSHOT;9
2.0.0-RC16;2.0.0-RC17;9
2.0.0-RC16;2.0.0-RC17-SNAPSHOT;9
2.0.0-RC17;2.0.0-RC18;9
2.0.0-RC17;2.0.0-RC18-SNAPSHOT;9
2.0.0-RC18;2.0.0-RC19;9
2.0.0-RC18;2.0.0-RC19-SNAPSHOT;9
2.0.0-RC19;2.0.0-RC20;9
2.0.0-RC19;2.0.0-RC20-SNAPSHOT;9
2.0.0-RC20;2.0.0-RC21;9
2.0.0-RC20;2.0.0-RC21-SNAPSHOT;9
2.0.0-RC21;2.0.0;9
2.0.0-RC21;2.0.0-RC22-SNAPSHOT;9
2.0.0-RC7;2.0.0-RC8;9
2.0.0-RC8;2.0.0-RC9;9
2.0.0-RC8;2.0.0-RC9-SNAPSHOT;9
2.0.0-RC9;2.0.0-RC10;9
2.0.0-RC9;2.0.0-RC10-SNAPSHOT;9
2.0.1-incubating;2.0.2-21-22;9
2.0.4;1.9.38;9
2.0.5.RELEASE;1.1.3.RELEASE;9
2.0.9-02;2.2.6-jbossorg-1;9
2.0.9-04;2.2.12-jbossorg-2;9
2.1.0.Alpha1-ij-1;2.0.0.GA;9
2.1.0.Final;2.0.3.Final;9
2.1.20-09;2.2.12-jbossorg-2;9
2.1.20-14;2.2.13.SP1;9
2.10.1;2.10.0;9
2.10.1;2.9.1;9
2.11.0-RC4;2.10.3;9
2.11.4;2.10.3;9
2.12;2.10-SNAPSHOT;9
2.14;2.14-SNAPSHOT;9
2.15;2.15-SNAPSHOT;9
2.16;2.16-SNAPSHOT;9
2.2;2.1_3;9
2.2.0-m06;1.2_15-jbossorg-2;9
2.2.10-b140310.1920;2.2.7;9
2.2.12;2.2.11;9
2.2.15.Final;2.3.0.BETA3;9
2.2.2;2.1.5;9
2.2.5;2.3.7;9
2.2.5;2.3.9;9
2.2.6;2.2.4;9
2.2.6;3.0.0-SNAPSHOT;9
2.2.7;2.2.7;9
2.2.8;2.1.17;9
2.2_beta1;2.2;9
2.3.1;2.0.4-SNAPSHOT;9
2.3.15-gfa;2.3.16;9
2.3.2;2.2.3;9
2.3.3;3.0.1-SNAPSHOT;9
2.3.6;2.3.4;9
2.3.6;2.3.6;9
2.31.2;2.31.1;9
2.37.1;2.32;9
2.4;2.2;9
2.4.0;2.3.2;9
2.4.0-b33;1;9
2.4.0-beta-1;2.3.2;9
2.4.0-beta-2;2.3.5;9
2.5.1;2.4.1;9
2.5.1;2.4.7;9
2.5.1;3.0.0-RC1;9
2.5.3;2.2.2;9
2.53.0;2.42.2;9
2.6.0.CR2;2.6.0.Beta4;9
2.6.1;2.4.5;9
2.6.1;2.6.2-SNAPSHOT;9
2.6.1-RC1;2.6.0;9
2.62;2.53;9
2.7;2.6;9
2.7.0;2.7.0;9
2.7.1-1;2.4.3;9
2.7.2;2.6.3;9
2.7.6;2.5.1;9
2.72;2.62;9
2.8.2;2.8.1;9
2.8.5;2.5.0;9
2.8.5;2.6.6;9
29;29;9
3.0.0-BETA2;2.2.0;9
3.0.0-beta-2;2.2.11;9
3.0.0-BETA3;3.0.0-BETA2;9
3.0.0-rc1;3.0.0-rc2;9
3.0.0-RC2;3.0.0-rc3-SNAPSHOT;9
3.0.0-RC2;3.0.1-SNAPSHOT;9
3.0.1;2.6.1;9
3.0.1.Final;3.0.0.Final;9
3.0.2.GA;3.0.1.GA;9
3.0.3;3.0.4;9
3.0.3;3.1.0;9
3.0.3.GA;3.0.2.GA;9
3.0.4;3.0.5;9
3.0.4.GA;3.0.3.GA;9
3.0.4.RELEASE;4.0.2.RELEASE;9
3.0.5;3.0.6;9
3.0.5.GA;3.0.4.GA;9
3.0.5.RELEASE;4.1.4.RELEASE;9
3.0.6.GA;3.0.5.GA;9
3.0.6.RELEASE;4.1.0.RC1;9
3.0.7.GA;3.0.6.GA;9
3.0.8.RELEASE;4.1.6.RELEASE;9
3.1.0;2.12.5;9
3.1.2;3.1.3;9
3.1.2.RELEASE;3.1.2.RELEASE;9
3.1.3.GA;3.1.1.GA;9
3.1.4;3.1.5;9
3.1.4;3.1.5-SNAPSHOT;9
3.1.4.RELEASE;3.2.0.CI-SNAPSHOT;9
3.1.4.RELEASE;3.2.0.M2;9
3.1.5;3.1.6;9
3.1.7.RELEASE;3.2.7.RELEASE;9
3.16.1;3.8.11.2;9
3.18.2-GA;3.18.2-GA;9
3.2.0;3.1.5-SNAPSHOT;9
3.2.0.RELEASE;3.2.0.RC2;9
3.2.16.RELEASE;4.1.8.RELEASE;9
3.2.5.GA;3.2.4.GA;9
3.2.6;3.4.6;9
3.2.6.GA;3.2.5.GA;9
3.2.6.RELEASE;3.2.6.CI-SNAPSHOT;9
3.2.7.GA;3.2.4.GA;9
3.2.7.GA;3.2.7.ga;9
3.2.7.RELEASE;3.2.6.RELEASE;9
3.2.9.Final;3.2.9.Final;9
3.2-b02;${ejb.version};9
3.4.0.GA;3.5.0.Beta-1;9
3.4.0.GA;3.5.0-SNAPSHOT;9
3.4.1;3.3.3;9
3.4.8;3.7-SNAPSHOT;9
3.5;3.5.1-SNAPSHOT;9
3.5;3.6-SNAPSHOT;9
3.6.4;3.6.3;9
3.6.8.Final;3.6.7.Final;9
4.0.1.RELEASE;3.2.5.RELEASE;9
4.0.11.Final;4.0.10.Final;9
4.0.12.Final;4.0.11.Final;9
4.0.20.Final;4.0.19.Final;9
4.0.21.Beta3;4.0.21.Beta2;9
4.0.43.Final;4.0.35.Final;9
4.0.44.Final;4.0.35.Final;9
4.0.5.Final;4.0.4.Final;9
4.0.6.RELEASE;3.1.2.RELEASE;9
4.1.0.CR7;4.1.0.CR7;9
4.1.1.Final;4.1.1.Final;9
4.1.2.RELEASE;4.0.5.RELEASE;9
4.1.3.Final;4.1.1.Final;9
4.10;4.6;9
4.10.4;4.10.3;9
4.2.1.Final;4.2.0.Final;9
4.2.9.RELEASE;4.3.6.RELEASE;9
4.3.1;4.0.1;9
4.3.6;4.3.5;9
4.3.6.RELEASE;4.3.7.RELEASE;9
4.3-beta2;4.1.3;9
4.4.4;4.3;9
4.4.6;4.3.2;9
4.5.0;4.5.0;9
4.6.1;4.2.1;9
4.6.1;4.6.0;9
4.8.1;4.8.1;9
4.9.1.Final;4.9.0.Beta2;9
5.0.0.Beta15;5.0.0.Beta12;9
5.0.0.CR3;${version.org.hibernate};9
5.0.4.Final;${version.org.hibernate};9
5.0.6.Final;5.0.5.Final;9
5.0.6.Final;5.0.6.Final;9
5.0.7.Final;5.0.6.Final;9
5.0.7.Final;5.0.7.Final;9
5.0.8.Final;${version.org.hibernate};9
5.0.8.Final;5.0.9.Final;9
5.0.9.Final;5.0.8.Final;9
5.1;5.0.2;9
5.1.0.Beta1;4.3.1.Final;9
5.1.0.BETA4;5.1.0.BETA4;9
5.1.0.CR1;5.1.0.BETA5;9
5.1.0.CR2;5.1.0.CR1;9
5.1.0.CR3;5.1.0.CR2;9
5.1.0.CR4;5.1.0.CR3;9
5.1.0.Final;5.0.3.Final;9
5.1.0.Final;5.0.8.Final;9
5.1.0.Final;5.1.0.CR4;9
5.1.1.CR1;5.1.0.Final;9
5.1.1.Final;5.1.1.CR1;9
5.1.4.Final;${version.org.hibernate};9
5.12.1;5.12.1;9
5.12.2;5.12.1;9
5.2;5.0.2;9
5.2;5.0.4;9
5.2.4.Final;${version.org.hibernate.validator};9
5.5.2;3.6.2;9
5.5.2;4.6.1;9
6.1.26;9.0.0.v20130308;9
6.3.0;5.2.1;9
6.9.10;5.8;9
8.0.0.Alpha2;9.0.0.Alpha2-SNAPSHOT;9
8.0.24;8.0.32;9
8.1.0.Alpha1;8.0.1.Final;9
8.1.0.Beta1;8.0.1.Final;9
8.1.0.Final;8.1.0.Final;9
8.1.2.Final;8.1.1.Final;9
8.1.2.Final;8.1.2.Final;9
8.1.4.Final;8.1.2.Final;9
8.1.6.Final;8.2.4.Final;9
8.2.0.Beta2;8.1.1.Final;9
8.2.4.Final;8.2.3.Final;9
9.0.0.Alpha1;8.1.2.Final;9
9.0.0.Alpha2;8.1.2.Final;9
9.0.0.Alpha2;8.2.1.Final;9
9.2.1.v20140609;9.2.1.v20140609;9
9.3.11.M0;9.2.16.v20160414;9
9.3-1102-jdbc41;0.12;9
9.4.0.M0;7.6.15.v20140411;9
0.0.0.6;0.0.0.6-SNAPSHOT;8
0.1.2;0.1.3;8
0.10;0.8;8
0.10.14;0.20.0-preview.6;8
0.10.14;0.20.0-preview.7;8
0.10.14;0.20.0-rc.1-1;8
0.100.0;0.100.1-SNAPSHOT;8
0.100.0;1.0.0;8
0.2.3;0.2.4;8
0.2.4;0.2.5-SNAPSHOT;8
0.3;0.1-incubating;8
0.4.2;0.4.2;8
0.4.3;0.5.0;8
0.4.3;0.5.0-SNAPSHOT;8
0.4.5;0.4.1;8
0.5;0.7-SNAPSHOT;8
0.7.10;0.7.10-mysql;8
0.7.10;0.7.11-SNAPSHOT;8
0.7.2;0.7.3;8
0.7.3;0.7.4;8
0.7.3;0.7.4-SNAPSHOT;8
0.7.5;0.7.6;8
0.7.5;0.7.6-SNAPSHOT;8
0.7.7;0.7.7-SNAPSHOT;8
0.7.7-2;0.7.8;8
0.7.7-2;0.7.8-SNAPSHOT;8
0.7.8;0.7.9;8
0.7.8;0.7.9-SNAPSHOT;8
0.7.9-mysql;0.7.10;8
0.7.9-mysql;0.7.10-SNAPSHOT;8
0.7.9-sync;0.7.10-SNAPSHOT;8
0.7.9-sync;0.7.9-mysql;8
0.8.1;0.8.0;8
0.9.15;0.9.14;8
0.9.15;v1.0_alpha;8
1.0.0;1.1.0;8
1.0.0.beta1;1.0.0.Alpha4.SP10;8
1.0.0.Beta10;1.0.0.Beta7;8
1.0.0.Beta13;1.0.0.Beta10;8
1.0.0.Beta14;1.0.0.Beta15;8
1.0.0.Beta33;1.0.0.Beta30;8
1.0.0.CR1;1.0.0.Beta17;8
1.0.0.CR2-5-g6a6421d;1.0.0.CR2;8
1.0.0.CR2-5-g6a6421d;1.0.0.CR2-5-g6a6421d;8
1.0.0.CR3;1.0.0.CR3-SNAPSHOT;8
1.0.0.Draft-16;1.0.0.Draft-10;8
1.0.0.Final;1.0.0.Draft-16;8
1.0.0.RC2;0.6.1.RELEASE;8
1.0.0-rc2;0.8.1;8
1.0.10.Final;1.1.2.Final;8
1.0.13.Final;1.0.13.Final;8
1.0.17.Final;1.0.17.Final;8
1.0.19.Final;1.0.19.Final;8
1.0.2;1.1.2;8
1.0.2;1.1.2-SNAPSHOT;8
1.0.2.RELEASE;1.0.1.RELEASE;8
1.0.21.Final;1.0.20.Final;8
1.0.21.Final;1.0.22.Final;8
1.0.22.Final;1.0.21.Final;8
1.0.24.Final;2.0.0.Beta3;8
1.0.3;1.0.0;8
1.0.3;1.1.3;8
1.0.3;1.1.3-SNAPSHOT;8
1.0.4;1.0.5-SNAPSHOT;8
1.0.5;1.0.6;8
1.0.5;1.0.6-SNAPSHOT;8
1.0.9.Final;1.1.2.Final;8
1.1;1.1.1-SNAPSHOT;8
1.1.0;1.0.3;8
1.1.0;1.0.4;8
1.1.0;1.1.0-M06;8
1.1.0.Alpha1;1.0.12.Final;8
1.1.0.Alpha1;1.0.2.Final;8
1.1.0.CR2;1.1.0.CR1;8
1.1.0.RC1;1.0.2.RELEASE;8
1.1.0.RC1;1.1.0.RC1;8
1.1.10.RELEASE;1.1.8.RELEASE;8
1.1.2;1.1.3;8
1.1.3;${logback-version};8
1.1.3.GA;1.1.3.GA;8
1.1.3.RELEASE;2.0.5.RELEASE;8
1.1.3.RELEASE;2.0.7.RELEASE;8
1.1.5;1.1.5-SNAPSHOT;8
1.1.5.2;1.12;8
1.1.6;1.1.3;8
1.10.2.RELEASE;1.10.3.RELEASE;8
1.10.3;1.9.3;8
1.10.6.RELEASE;1.10.8.BUILD-SNAPSHOT;8
1.10.7.RELEASE;1.10.7.RELEASE;8
1.10-b02;1.6;8
1.11.0;1.8.0;8
1.11-b02;1.9.1;8
1.12.0;1.9.3;8
1.13;${jersey1.version};8
1.13;1.9.3;8
1.18;${jersey1.version};8
1.18;1.9;8
1.19;${jersey1.version};8
1.2;1.1.3;8
1.2.0.CR2;1.2.0.CR1;8
1.2.0.CR4;1.2.0.CR3;8
1.2.0.CR4;1.2.0.CR4;8
1.2.0.CR6;1.2.0.CR6;8
1.2.0.GA;1.2.0.CR7;8
1.2.0.GA;1.2.0.GA;8
1.2.0.RC1;1.0.2.RELEASE;8
1.2.1.RELEASE;1.2.2.RELEASE;8
1.2.12.Final;1.3.0.Beta11;8
1.2.12.Final;1.3.0.Beta9;8
1.2.2;1.3.0;8
1.2.6.RELEASE;1.5.0.M1;8
1.2.M01;1.2-SNAPSHOT;8
1.2.M05;1.2.M04;8
1.2.M05;1.2.M05;8
1.2.M06;1.2.M06;8
1.2.M06;1.2-SNAPSHOT;8
1.3.0;1.2.2-SNAPSHOT;8
1.3.0;1.4.0-SNAPSHOT;8
1.3.0.Alpha1;1.2.0.Final;8
1.3.0.Beta12;1.3.0.Beta9;8
1.3.0.Beta13;1.3.0.Beta11;8
1.3.0.Beta4;1.2.1.Final;8
1.3.0.CR2;1.2.11.Final;8
1.3.0.CR2;1.3.0.CR1;8
1.3.0.CR2;1.4.4.Final;8
1.3.0.CR3;1.3.0.CR2;8
1.3.0.CR4;1.3.0.CR3;8
1.3.0.Final;1.3.0.CR3;8
1.3.0.RELEASE;1.3.4.RELEASE;8
1.3.0-beta14;1.3.0-beta11;8
1.3.0-beta18;1.3.0-beta14;8
1.3.11.Final;1.3.10.Final;8
1.3.12.Final;1.3.11.Final;8
1.3.17.Final;1.3.14.Final;8
1.3.175;1.3.174;8
1.3.18.Final;1.3.17.Final;8
1.3.19.Final;1.3.16.Final;8
1.3.19.Final;1.3.18.Final;8
1.3.2.RELEASE;1.3.0.RELEASE;8
1.3.21.Final;1.3.16.Final;8
1.3.22.Final;1.3.19.Final;8
1.3.22.Final;1.3.20.Final;8
1.3.22.Final;1.3.21.Final;8
1.3.25.Final;1.4.0.Final;8
1.3.4.Final;1.3.0.Final;8
1.3.4.RELEASE;1.3.3.RELEASE;8
1.3.4.RELEASE;1.4.7.BUILD-SNAPSHOT;8
1.3.4.RELEASE;2.0.7.BUILD-SNAPSHOT;8
1.3.5.Final;1.3.7.Final;8
1.3.5.RELEASE;1.3.5.RELEASE;8
1.3.9.Final;1.3.7.Final;8
1.4.0;1.3.1;8
1.4.0.CR2;1.3.22.Final;8
1.4.0.CR2;1.4.0.CR1;8
1.4.0.CR4;1.4.0.CR3;8
1.4.0.Final;1.4.0.CR3;8
1.4.0.Final;1.4.6.Final;8
1.4.11;1.4.11;8
1.4.191;1.3.170;8
1.4.2.RELEASE;1.4.3.RELEASE;8
1.4.4;1.2.2;8
1.4.4;1.4.4;8
1.4.5;1.4.4;8
1.4.5.RELEASE;1.5.0.BUILD-SNAPSHOT;8
1.4.6.Final;1.4.4.Final;8
1.4.6.RELEASE;1.4.8.BUILD-SNAPSHOT;8
1.4.7.RELEASE;1.4.7.RELEASE;8
1.5;1.3;8
1.5;1.5-ea01;8
1.5.1;1.6.0;8
1.5.1;1.6.0-rc2-SNAPSHOT;8
1.5.1-M1;1.5.1-M1;8
1.5.2;${project.parent.version};8
1.5.2.RELEASE;1.3.4.RELEASE;8
1.5.3.RELEASE;1.4.6.RELEASE;8
1.5.3.RELEASE;1.5.2.RELEASE;8
1.5.4.RELEASE;1.5.2.RELEASE;8
1.5.4.RELEASE;1.7.0.RELEASE;8
1.5.4.RELEASE;2.0.7.BUILD-SNAPSHOT;8
1.5.6.RELEASE;1.8.0.M1;8
1.5.9-RC0;1.5.6;8
1.55;1.53;8
1.5-ea06;1.3;8
1.5-ea06;1.4;8
1.5-ea07;1.3;8
1.6;1.6.2-SNAPSHOT;8
1.6.0.RELEASE;1.7.0.M1;8
1.6.0-rc1;1.6.0;8
1.6.0-rc1;1.6.0-rc2-SNAPSHOT;8
1.6.1;1.6;8
1.6.1;1.7.0-SNAPSHOT;8
1.6.2;1.6.2;8
1.6.3.RELEASE;1.6.2.RELEASE;8
1.6.4.RELEASE;1.6.2.RELEASE;8
1.6.6;1.6.1;8
1.6-ea01;1.3;8
1.6-ea02;1.5-ea01;8
1.7;1.7.1-SNAPSHOT;8
1.7.1;1.5.5;8
1.7.1;1.7.1;8
1.7.1.RELEASE;1.5.4.RELEASE;8
1.7.2;1.6.1;8
1.7.20;1.7.18;8
1.7.5;1.6.3;8
1.7.7;${slf4j-version};8
1.77;1.73;8
1.7-ea01;1.5;8
1.8;1.8;8
1.8.1;1.7.6;8
1.8.2.RELEASE;1.6.4.RELEASE;8
1.8.4.RELEASE;1.9.7.BUILD-SNAPSHOT;8
1.8.6.RELEASE;1.9.0.RC1;8
1.9.11;1.8.3;8
1.9.19;1.9.19-beta6;8
1.9.2.RELEASE;1.9.3.RELEASE;8
1.9.4;1.9.3;8
1.9.5;1.9.4;8
1.9.54;2.2.18;8
1.9.6.RELEASE;1.9.8.BUILD-SNAPSHOT;8
1.9.7.RELEASE;1.9.7.RELEASE;8
11.0.2;11.0.1;8
15;15;8
16.0.1;16.0;8
2.0.0;1.7.5;8
2.0.0;2.0.0-RC0;8
2.0.0.Beta3;1.0.22.Final;8
2.0.0.CR1;2.0.0.Beta3;8
2.0.0.Final;1.1.0.Final;8
2.0.0-BETA18;2.0.0-BETA18-SNAPSHOT;8
2.0.0-BETA19;2.0.0-BETA19-SNAPSHOT;8
2.0.0-BETA5;2.0.0-BETA6;8
2.0.0-BETA5;2.0.0-SNAPSHOT;8
2.0.0-BETA6;2.0.0-BETA7;8
2.0.0-BETA6;2.0.0-SNAPSHOT;8
2.0.0-RC0;2.0.0-RC0-SNAPSHOT;8
2.0.0-RC2;2.0.0-RC3;8
2.0.0-RC3;2.0.0-RC4;8
2.0.0-RC3;2.0.0-RC4-SNAPSHOT;8
2.0.1.RELEASE;2.0.0.RC1;8
2.0.1.RELEASE;2.0.7.BUILD-SNAPSHOT;8
2.0.10;2.1.0-SNAPSHOT;8
2.0.2;2.1.0-SNAPSHOT;8
2.0.2.RELEASE;2.0.7.BUILD-SNAPSHOT;8
2.0.2-beta;${org.mockito.version};8
2.0.3.RELEASE;2.0.8.BUILD-SNAPSHOT;8
2.0.5.Final;2.0.4.Final;8
2.0.5.RELEASE;2.1.0.RC1;8
2.0.6;2.1.0;8
2.0.7.RELEASE;2.1.0.RC1;8
2.1;2.0.2;8
2.1.0;2.0.6;8
2.1.0.RELEASE;3.0.0.BUILD-SNAPSHOT;8
2.1.1;2.0.6;8
2.1.1;2.2.0-alpha.1;8
2.1.1;2.2.0-SNAPSHOT;8
2.1.16;2.2.7;8
2.1.2.RELEASE;2.1.3.RELEASE;8
2.1.3;2.1.1;8
2.1.32;2.1.28;8
2.1.43;2.1.30;8
2.1.47;2.1.41;8
2.1.51;2.1.45;8
2.1.54;2.1.51;8
2.1.59;2.1.54;8
2.1.6;0.7.4;8
2.1.6.RELEASE;2.1.8.BUILD-SNAPSHOT;8
2.1.61;2.1.59;8
2.1.64;2.1.62;8
2.1.66;2.1.64;8
2.1.67;2.1.66;8
2.1.7.RELEASE;2.1.7.RELEASE;8
2.1.71;2.1.67;8
2.1.76;2.1.71;8
2.1.76;2.1.76;8
2.1.CR1;2.1.Beta2;8
2.1.CR1;2.1.CR1;8
2.1.CR1;2.1.Final;8
2.10.2;2.10.1;8
2.10.2;2.7-SNAPSHOT;8
2.11;2.10-SNAPSHOT;8
2.11.0;2.11.0.SP3;8
2.13;2.7;8
2.14.0;2.12.5;8
2.2.11;2.2.10;8
2.2.13.Final;2.2.12.Final;8
2.2.15.Final;2.2.13.Final;8
2.2.16.Final;2.2.15.Final;8
2.2.18;1.9.50;8
2.2.18.Final;2.2.16.Final;8
2.2.2.Final;2.2.1.Final;8
2.2.3;2.2.3;8
2.2.3.RELEASE;2.4.0.M1;8
2.2.7;2.2.6;8
2.2.9;1.8.0.10;8
2.2.9;2.2.8;8
2.2.Alpha2;2.2-SNAPSHOT;8
2.2.CR1;2.2.Beta1;8
2.2.Final;2.2.CR1;8
2.2.SP1;2.2.Final;8
2.2.SP3;2.2.SP2;8
2.20.0;2.19.0;8
2.22.1;2.4.1;8
2.22.1;2.6;8
2.25.0;2.20.0;8
2.29.1;2.0b1;8
2.3;1.9.50;8
2.3;2.4.1;8
2.3.0;2.2.9;8
2.3.0-RC1;2.1.0;8
2.3.1;1.9.57;8
2.3.14;1.9.57;8
2.3.14;2.3.13;8
2.3.16;2.3.8;8
2.3.2;2.1.0;8
2.3.20;1.9.57;8
2.3.4;1.5.2;8
2.3.9;2.3.7;8
2.31.2;2.27;8
2.3-beta4;1.9.50;8
2.3-rc4;1.9.50;8
2.4.0;1.6.0;8
2.4.0-b07;2.4.0-b06;8
2.4.0-b30;1;8
2.4.0-rc2;2.3.2;8
2.4.1;2.2.8;8
2.4.2;1.3.3;8
2.4.2.RELEASE;2.2.4.RELEASE;8
2.4.2.SP1;2.4.1.Final;8
2.4.2.SP1;2.4.2.SP1;8
2.4.4;2.3.5;8
2.40.0;2.39.0;8
2.43.1;2.0b1;8
2.43.1;2.24.1;8
2.43.1;2.29.1;8
2.5;2.6.2;8
2.5.0;2.0b3;8
2.5.0-rc1;2.4.0;8
2.5.1;2.3.4;8
2.5.3.SP4;2.7.0.Beta2;8
2.55;2.43;8
2.6.0;2.4.5;8
2.6.0.Beta2;2.5.2.Final;8
2.6.0.Beta3;2.5.2.Final;8
2.6.0.Beta4;2.6.0.Beta3;8
2.6.0-rc4;2.5.1;8
2.6.1;${jackson-version};8
2.6.14;2.6.14;8
2.6.2;2.7.1;8
2.6.3-M1;2.6.0;8
2.6.4;2.2.0;8
2.6.4;2.4.6;8
2.6.5;2.6.3;8
2.6.6;2.4.2;8
2.6.9;2.6.9;8
2.7;2.4.1;8
